strategy,id,question,expected_pages,retrieved_pages,retrieved_scores,top_score,page_hit_at_3,mrr,num_chunks,avg_chunk_tokens
sentence_10_overlap_5,A056,Why is taking acetaminophen after drinking alcohol risky?,[312],"[312, 314, 318]","[0.7408621311187744, 0.7022672891616821, 0.6712782382965088]",0.7408621311187744,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A057,"How do beer, wine, and hard liquor differ in calorie content and nutrient contribution?",[311],"[311, 314, 153]","[0.8333634734153748, 0.7968361377716064, 0.7147403359413147]",0.8333634734153748,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A058,List the three most common forms of alcoholic liver disease.,[316],"[315, 316, 315]","[0.7973663806915283, 0.7775758504867554, 0.7686007618904114]",0.7973663806915283,True,0.5,2684,200.04508196721312
sentence_10_overlap_5,A059,What adequate intake values are given for total water for adult males and females?,[337],"[337, 326, 326]","[0.8282690644264221, 0.7514885663986206, 0.7478964328765869]",0.8282690644264221,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A060,What is an electrolyte?,[327],"[327, 345, 365]","[0.7831599116325378, 0.7086489200592041, 0.7045542001724243]",0.7831599116325378,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A061,Why is water considered the most critical nutrient?,[331],"[331, 7, 7]","[0.7573961615562439, 0.7521297335624695, 0.7164150476455688]",0.7573961615562439,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A062,How does dehydration affect blood volume and cells?,[365],"[365, 365, 365]","[0.7827638983726501, 0.7653108835220337, 0.7608298063278198]",0.7827638983726501,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A063,How do cations and anions differ in body fluids?,[327],"[327, 328, 329]","[0.7596837282180786, 0.7228356003761292, 0.7099233865737915]",0.7596837282180786,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A064,List examples of foods with very high water content.,[338],"[338, 767, 338]","[0.7546347975730896, 0.7526816725730896, 0.7236819267272949]",0.7546347975730896,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A065,"How are potassium, aldosterone, and nerve impulses connected?",[362],"[362, 362, 342]","[0.8318910598754883, 0.7775576710700989, 0.7445492148399353]",0.8318910598754883,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A066,A person wants a beverage that helps avoid weight gain. What general label-based guidance applies?,[371],"[371, 371, 373]","[0.7411308288574219, 0.7225666046142578, 0.7012873888015747]",0.7411308288574219,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A067,What are the adult RDA and adult UL for vitamin E?,[404],"[404, 395, 402]","[0.7518132328987122, 0.6994677782058716, 0.6926178932189941]",0.7518132328987122,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A068,What vitamin D supplement dose range was linked to lower fracture incidence in a review of clinical trials?,[399],"[399, 399, 399]","[0.792413055896759, 0.7517663240432739, 0.7457797527313232]",0.792413055896759,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A069,What is vitamin A?,[390],"[390, 390, 394]","[0.8254522085189819, 0.8203167915344238, 0.7987641096115112]",0.8254522085189819,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A070,Why can vitamin A deficiency cause night blindness?,[391],"[391, 390, 391]","[0.8658967018127441, 0.8512957692146301, 0.8140479326248169]",0.8658967018127441,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A071,How do water-soluble vitamins support energy metabolism?,[411],"[411, 9, 443]","[0.8438478112220764, 0.8308377265930176, 0.7943944931030273]",0.8438478112220764,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A072,How do fat-soluble vitamins and water-soluble vitamins differ in the roles described?,"[390, 411]","[387, 386, 9]","[0.8462553024291992, 0.8021659255027771, 0.7955665588378906]",0.8462553024291992,False,0.0,2684,200.04508196721312
sentence_10_overlap_5,A073,List health problems associated with vitamin D deficiency in children and adults.,[398],"[398, 398, 399]","[0.8217987418174744, 0.7927858829498291, 0.776806116104126]",0.8217987418174744,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A074,How should the relationship between micronutrient deficiency and disease be interpreted for vitamin A?,[393],"[393, 393, 392]","[0.8066570162773132, 0.7741828560829163, 0.7601377964019775]",0.8066570162773132,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A075,How does vitamin C act as an antioxidant and support body tissues?,[412],"[412, 857, 412]","[0.8616632223129272, 0.8093628883361816, 0.7896585464477539]",0.8616632223129272,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A076,A person is considering very high-dose vitamin E supplements. What caution is supported?,[404],"[402, 403, 403]","[0.7416114807128906, 0.7332690954208374, 0.727729082107544]",0.7416114807128906,False,0.0,2684,200.04508196721312
sentence_10_overlap_5,A077,Where is most calcium stored in the human body?,[465],"[465, 465, 474]","[0.822009801864624, 0.7345747351646423, 0.7288036346435547]",0.822009801864624,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A078,What is phosphorus present as in the body?,[477],"[477, 477, 61]","[0.8499208688735962, 0.7569221258163452, 0.7223622798919678]",0.8499208688735962,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A079,Why can low calcium intake weaken bones even when blood calcium remains controlled?,[465],"[465, 465, 465]","[0.7927482724189758, 0.765324056148529, 0.7589666843414307]",0.7927482724189758,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A080,How do calcium carbonate and calcium citrate differ as supplement choices?,[470],"[470, 470, 471]","[0.7722813487052917, 0.7598813772201538, 0.7164739370346069]",0.7722813487052917,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A081,"How are magnesium, vitamin D activation, parathyroid hormone, and bone density connected?",[483],"[483, 465, 483]","[0.7887461185455322, 0.7508620023727417, 0.7366649508476257]",0.7887461185455322,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A082,"How does phosphorus connect cell structure, genetic material, energy production, and bones?",[477],"[477, 265, 265]","[0.7479913830757141, 0.709428071975708, 0.7078745365142822]",0.7479913830757141,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A083,What percentage reduction in cavities did water fluoridation prevent on average in children?,[527],"[527, 527, 527]","[0.8530148267745972, 0.788623571395874, 0.7646456956863403]",0.8530148267745972,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A084,What are trace minerals?,[494],"[494, 9, 462]","[0.7887554168701172, 0.7402429580688477, 0.7206023931503296]",0.7887554168701172,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A085,How does vitamin C affect iron absorption from plant-based meals?,[498],"[498, 501, 463]","[0.8370680212974548, 0.8361461758613586, 0.8294528126716614]",0.8370680212974548,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A086,How do heme and nonheme iron differ in bioavailability and food sources?,[498],"[498, 498, 501]","[0.8304423093795776, 0.7786016464233398, 0.7646206021308899]",0.8304423093795776,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A087,List signs or consequences of severe zinc deficiency.,[507],"[507, 507, 504]","[0.754370927810669, 0.7254267334938049, 0.7252864837646484]",0.754370927810669,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A088,"How can iodine deficiency affect the thyroid, metabolism, growth, and brain development?",[515],"[515, 515, 39]","[0.8596265316009521, 0.7613679766654968, 0.7303817272186279]",0.8596265316009521,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A089,How does selenium work with other antioxidants and thyroid-related functions?,[510],"[510, 510, 511]","[0.8432620167732239, 0.7728560566902161, 0.7533924579620361]",0.8432620167732239,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A090,"How much folic acid should women of childbearing age get daily from fortified foods, supplements, or both?",[546],"[546, 435, 436]","[0.8511490821838379, 0.7935904860496521, 0.7883816957473755]",0.8511490821838379,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A091,What is colostrum?,[586],"[587, 586, 586]","[0.7518945932388306, 0.7437599897384644, 0.7378963232040405]",0.7518945932388306,True,0.5,2684,200.04508196721312
sentence_10_overlap_5,A092,Why is good nutrition important during pregnancy?,[544],"[544, 554, 554]","[0.845994770526886, 0.8153910636901855, 0.7983969449996948]",0.845994770526886,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A093,Why do choline needs increase during pregnancy and lactation?,[556],"[556, 442, 556]","[0.8310582637786865, 0.7858881950378418, 0.7728604674339294]",0.8310582637786865,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A094,How do recommended pregnancy weight-gain ranges differ for normal-weight and obese prepregnancy BMI categories?,[547],"[547, 548, 546]","[0.8542940020561218, 0.8455035090446472, 0.8018675446510315]",0.8542940020561218,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A095,List food-handling measures that reduce contamination risk during pregnancy or breastfeeding.,[560],"[560, 560, 797]","[0.8138103485107422, 0.7449531555175781, 0.7312412858009338]",0.8138103485107422,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A096,A pregnant person wants seafood but is concerned about methylmercury. What choices and limits are supported?,[561],"[561, 561, 554]","[0.8601967692375183, 0.757777988910675, 0.7232990860939026]",0.8601967692375183,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A097,"Using the estimate of 40 calories per inch of height, how many calories would a 32-inch toddler need per day?",[607],"[607, 608, 608]","[0.8328378796577454, 0.756691575050354, 0.7439101934432983]",0.8328378796577454,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A098,"What ages define early, middle, and late childhood?",[622],"[622, 622, 538]","[0.8162063360214233, 0.7554610967636108, 0.7302208542823792]",0.8162063360214233,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A099,Why is a healthy diet important for school-aged children?,[623],"[627, 627, 623]","[0.7766519784927368, 0.7369575500488281, 0.7324877977371216]",0.7766519784927368,True,0.3333333333333333,2684,200.04508196721312
sentence_10_overlap_5,A100,How do early adolescence and late adolescence differ in growth and independence?,"[638, 642, 620]","[642, 638, 622]","[0.8161706328392029, 0.7354040741920471, 0.7240132093429565]",0.8161706328392029,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A101,List important micronutrients for children and adolescents and why they matter.,"[625, 639]","[644, 639, 625]","[0.8354102373123169, 0.830605149269104, 0.8089750409126282]",0.8354102373123169,True,0.5,2684,200.04508196721312
sentence_10_overlap_5,A102,"How can food insecurity in childhood affect growth and development, and what programs address it?",[628],"[628, 861, 628]","[0.8023108839988708, 0.7531243562698364, 0.7508554458618164]",0.8023108839988708,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A103,A teenager often skips meals and buys convenience-store snacks. What nutrition guidance fits this life stage?,"[642, 643]","[642, 643, 642]","[0.753729522228241, 0.7523860335350037, 0.7011816501617432]",0.753729522228241,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A104,What daily energy ranges are given for women and men ages nineteen to thirty?,[657],"[657, 281, 657]","[0.7201403379440308, 0.7172060012817383, 0.7137339115142822]",0.7201403379440308,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A105,What is middle age?,[660],"[660, 539, 660]","[0.8372884392738342, 0.712091326713562, 0.6867881417274475]",0.8372884392738342,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A106,Why do older adults face special nutrition concerns?,[666],"[668, 668, 667]","[0.8010534644126892, 0.795169472694397, 0.7845919132232666]",0.8010534644126892,False,0.0,2684,200.04508196721312
sentence_10_overlap_5,A107,How do macronutrient recommendations in middle age compare with young adulthood?,[661],"[661, 657, 661]","[0.8094561100006104, 0.7830092310905457, 0.7811359167098999]",0.8094561100006104,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A108,How can aging-related stomach acid changes affect vitamin B12 status and brain health?,[668],"[438, 438, 668]","[0.7606309652328491, 0.7508072257041931, 0.7404490113258362]",0.7606309652328491,True,0.3333333333333333,2684,200.04508196721312
sentence_10_overlap_5,A109,An older adult has difficulty swallowing after neurological problems. What food-texture strategy is supported?,[669],"[669, 667, 668]","[0.7535277605056763, 0.7230364084243774, 0.7125201225280762]",0.7535277605056763,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A110,What protein intake range is recommended for athletes?,[700],"[700, 256, 700]","[0.8584192991256714, 0.8382158279418945, 0.8329446315765381]",0.8584192991256714,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A111,Why does aerobic training improve cardiorespiratory endurance?,[680],"[680, 680, 688]","[0.8542999029159546, 0.7833619117736816, 0.7250739932060242]",0.8542999029159546,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A112,How do anaerobic and aerobic metabolism differ during physical activity?,[691],"[691, 692, 691]","[0.8357944488525391, 0.8184050917625427, 0.8154821991920471]",0.8357944488525391,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A113,List physical and mental benefits of regular physical activity.,[687],"[687, 688, 688]","[0.8687852621078491, 0.8409925699234009, 0.8131100535392761]",0.8687852621078491,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A114,How can dehydration reduce exercise performance and raise heat-illness risk?,"[706, 707]","[707, 706, 707]","[0.8401201963424683, 0.8322138786315918, 0.7803047299385071]",0.8401201963424683,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A115,An endurance athlete trains one to three hours per day at moderate to high intensity. What carbohydrate intake range is appropriate?,[699],"[699, 697, 697]","[0.8069120645523071, 0.7798237800598145, 0.756020724773407]",0.8069120645523071,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A116,"What are the AMDR ranges for adults for protein, carbohydrates, and fat?",[724],"[723, 657, 639]","[0.8236230611801147, 0.8227928876876831, 0.8152064085006714]",0.8236230611801147,False,0.0,2684,200.04508196721312
sentence_10_overlap_5,A117,"What is the updated Daily Value for sodium on a 2,000-calorie diet?",[728],"[349, 349, 349]","[0.7704877853393555, 0.7499799728393555, 0.741841197013855]",0.7704877853393555,False,0.0,2684,200.04508196721312
sentence_10_overlap_5,A118,What are Dietary Reference Intakes?,[721],"[721, 657, 724]","[0.8324118256568909, 0.8274914026260376, 0.8261723518371582]",0.8324118256568909,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A119,"How is an RDA determined from an EAR, and what population goal does it serve?",[722],"[722, 722, 721]","[0.8013207912445068, 0.7461116313934326, 0.7141711115837097]",0.8013207912445068,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A120,How does Percent Daily Value help someone read a Nutrition Facts panel?,[727],"[727, 727, 727]","[0.7644033432006836, 0.7575225234031677, 0.7460616827011108]",0.7644033432006836,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A121,How do EAR and RDA differ?,"[722, 723]","[722, 722, 722]","[0.735038161277771, 0.6935343146324158, 0.6551812887191772]",0.735038161277771,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A122,List changes made to the updated Nutrition Facts label.,"[726, 727]","[726, 729, 726]","[0.8338218927383423, 0.7756972908973694, 0.7727791666984558]",0.8338218927383423,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A123,"A cracker label says 20 crackers equal one serving and the box contains 10 servings. If someone eats 40 crackers, how many servings did they eat?",[727],"[727, 726, 727]","[0.695070743560791, 0.6893105506896973, 0.670242190361023]",0.695070743560791,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A124,What temperature range is called the danger zone for bacterial growth?,[767],"[767, 767, 768]","[0.7461130023002625, 0.6364119052886963, 0.6317766308784485]",0.7461130023002625,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A125,What is a foodborne infection?,[766],"[766, 764, 766]","[0.8345876336097717, 0.8246220350265503, 0.8044106364250183]",0.8345876336097717,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A126,Why can cooked food left at room temperature for hours cause illness?,[771],"[771, 799, 799]","[0.8325563669204712, 0.7597101926803589, 0.7537698149681091]",0.8325563669204712,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A127,How do food infection and food intoxication differ?,"[766, 769]","[771, 769, 766]","[0.8028602004051208, 0.778108537197113, 0.7756726145744324]",0.8028602004051208,True,0.5,2684,200.04508196721312
sentence_10_overlap_5,A128,"List the four most important consumer steps for handling, preparing, and serving food safely.",[797],"[797, 797, 797]","[0.8090348243713379, 0.7035914063453674, 0.6937110424041748]",0.8090348243713379,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A129,"How do buying, storing, and preparing food safely work together to reduce foodborne illness risk?","[797, 798]","[797, 797, 787]","[0.7702969908714294, 0.7423557043075562, 0.7340801954269409]",0.7702969908714294,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A130,A family cooked dinner and has leftovers. What should they do to store the food safely?,"[797, 798]","[799, 799, 797]","[0.759765088558197, 0.7575105428695679, 0.7552598714828491]",0.759765088558197,True,0.3333333333333333,2684,200.04508196721312
sentence_10_overlap_5,A131,Can a person with excess body weight still be malnourished?,[853],"[853, 859, 856]","[0.7228888273239136, 0.7073018550872803, 0.6778494119644165]",0.7228888273239136,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A132,How common is food insecurity in Louisiana as described?,[860],"[860, 628, 22]","[0.8141363263130188, 0.7989121675491333, 0.7980579137802124]",0.8141363263130188,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A133,What education and credentialing steps are required to become a registered dietitian?,[866],"[866, 866, 866]","[0.7851673364639282, 0.7484413385391235, 0.7090384364128113]",0.7851673364639282,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A134,What is wellness?,[805],"[805, 805, 805]","[0.7310014963150024, 0.6314036250114441, 0.6260950565338135]",0.7310014963150024,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A135,Why is managing weight by only comparing calories in and calories out overly simplistic?,[815],"[815, 279, 698]","[0.7640380263328552, 0.7037948369979858, 0.6915903091430664]",0.7640380263328552,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A136,Why are chronic disease risk factors warning signs rather than guarantees?,[839],"[839, 839, 839]","[0.8516691327095032, 0.7974491119384766, 0.7743847370147705]",0.8516691327095032,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A137,How do undernutrition and overnutrition differ?,[853],"[853, 853, 860]","[0.8268186450004578, 0.7650408744812012, 0.7211582064628601]",0.8268186450004578,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A138,List groups described as being at risk of hunger or malnutrition.,[861],"[861, 861, 859]","[0.8349977731704712, 0.7781357765197754, 0.7608069181442261]",0.8349977731704712,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A139,How can disease and diet create a cycle that compromises nutrition and health?,[824],"[824, 839, 853]","[0.7885853052139282, 0.7365275025367737, 0.720855176448822]",0.7885853052139282,True,1.0,2684,200.04508196721312
sentence_10_overlap_5,A140,A student wants a career providing evidence-based nutrition care. How should they distinguish registered dietitians from nutritionists?,[866],"[866, 866, 866]","[0.8068329095840454, 0.7675209641456604, 0.7407902479171753]",0.8068329095840454,True,1.0,2684,200.04508196721312
sentence_8_overlap_4,A001,Which six classes of nutrients are required for the body to function and maintain overall health?,[4],"[4, 4, 10]","[0.8340219259262085, 0.7796159982681274, 0.7748924493789673]",0.8340219259262085,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A002,What is a macronutrient?,[5],"[5, 5, 5]","[0.788377583026886, 0.7373427152633667, 0.7363267540931702]",0.788377583026886,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A003,What does the term Calorie on a Nutrition Facts label actually represent?,"[264, 735, 726, 5]","[726, 727, 5]","[0.7604963183403015, 0.7527137994766235, 0.7506778240203857]",0.7604963183403015,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A004,Why is water considered a required macronutrient even though it does not provide energy?,"[5, 7]","[7, 5, 5]","[0.8100892901420593, 0.7860091924667358, 0.7756776213645935]",0.8100892901420593,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A005,Why are nutrient-dense foods considered higher-quality foods?,[13],"[13, 266, 554]","[0.8744027614593506, 0.8307651877403259, 0.7717771530151367]",0.8744027614593506,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A006,List the common metric prefixes and amounts used in nutrition measurement.,[16],"[16, 750, 726]","[0.805048942565918, 0.7006971836090088, 0.69406658411026]",0.805048942565918,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A007,How do dietary habits and other lifestyle factors work together to influence health?,[19],"[19, 19, 26]","[0.8230533003807068, 0.7852987051010132, 0.7520895600318909]",0.8230533003807068,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A008,What is an epidemiological study in nutrition research?,[26],"[26, 867, 26]","[0.7885873317718506, 0.7162418365478516, 0.7152957320213318]",0.7885873317718506,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A009,How do epidemiological studies and intervention clinical trials differ in what they can show?,[26],"[26, 26, 26]","[0.778538703918457, 0.718512773513794, 0.6765140295028687]",0.778538703918457,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A010,Why is one nutrition study usually not enough to make a guideline or recommendation?,[30],"[31, 756, 41]","[0.7383556365966797, 0.7369970679283142, 0.7141083478927612]",0.7383556365966797,False,0.0,3258,171.10589318600367
sentence_8_overlap_4,A011,Why should a reader trace nutrition news back to the original journal article when possible?,[32],"[32, 32, 31]","[0.7492830753326416, 0.7390349507331848, 0.7250761389732361]",0.7492830753326416,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A012,What are the ABCD methods used for nutritional assessment?,[27],"[27, 29, 26]","[0.820997953414917, 0.7339295148849487, 0.7128516435623169]",0.820997953414917,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A013,How does the history of iodine and goiter illustrate an evidence-based approach to nutrition?,"[39, 40, 41]","[39, 41, 39]","[0.8581567406654358, 0.8537865877151489, 0.7963841557502747]",0.8581567406654358,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A014,What is digestion?,[53],"[53, 53, 53]","[0.7712918519973755, 0.7675037384033203, 0.7547366619110107]",0.7712918519973755,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A015,List the hollow tube-shaped organs that make up the digestive system.,[53],"[53, 53, 49]","[0.7771264910697937, 0.7468712329864502, 0.6997969746589661]",0.7771264910697937,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A016,What is chyme?,[57],"[57, 57, 230]","[0.7151161432266235, 0.6045474410057068, 0.58594810962677]",0.7151161432266235,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A017,How does the structure of the small intestine maximize nutrient absorption?,[58],"[58, 58, 59]","[0.8757937550544739, 0.8540154695510864, 0.7761000990867615]",0.8757937550544739,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A018,Why is the urinary system important beyond simply removing wastes?,[86],"[86, 88, 88]","[0.7978641986846924, 0.7730792760848999, 0.7359063625335693]",0.7978641986846924,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A019,How are overweight and obesity different?,[103],"[294, 103, 105]","[0.7863184809684753, 0.7774001359939575, 0.7485633492469788]",0.7863184809684753,True,0.5,3258,171.10589318600367
sentence_8_overlap_4,A020,What components help the immune system defend the body?,[100],"[100, 51, 453]","[0.7642596960067749, 0.7465604543685913, 0.7222232222557068]",0.7642596960067749,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A021,How can poor nutrient intake increase infection risk through the immune system?,[100],"[100, 101, 100]","[0.8325668573379517, 0.7983717918395996, 0.7910304665565491]",0.8325668573379517,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A022,How does muscle energy storage differ from liver energy storage during activity?,[92],"[92, 137, 136]","[0.8125694990158081, 0.7964705228805542, 0.7715260982513428]",0.8125694990158081,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A023,What is the Recommended Dietary Allowance for carbohydrates for children and adults?,[149],"[149, 624, 149]","[0.817506730556488, 0.7651796340942383, 0.7520521283149719]",0.817506730556488,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A024,How are monosaccharides and disaccharides related within simple carbohydrates?,[117],"[117, 117, 117]","[0.812591552734375, 0.7959784269332886, 0.7791585922241211]",0.812591552734375,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A025,Why does chemical digestion of carbohydrates stop in the stomach?,[123],"[123, 126, 124]","[0.813683271408081, 0.7727671265602112, 0.7613810300827026]",0.813683271408081,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A026,"What is the glycemic index, and what factors can affect it?",[131],"[131, 131, 849]","[0.854709267616272, 0.7434747219085693, 0.7210357189178467]",0.854709267616272,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A027,How do added sugars differ from sugars naturally found in whole foods?,[141],"[141, 726, 153]","[0.826164186000824, 0.7760802507400513, 0.7751047611236572]",0.826164186000824,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A028,"How are carbohydrate digestion, blood glucose, insulin, glucagon, and glycogen connected after a meal and between meals?","[126, 127]","[126, 126, 124]","[0.8160126805305481, 0.7811076045036316, 0.7577947378158569]",0.8160126805305481,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A029,A person wants to choose a less refined bread and reduce added sugars. What label-based strategy should they use?,[151],"[151, 151, 211]","[0.749535083770752, 0.7168841361999512, 0.6861619353294373]",0.749535083770752,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A030,"Using a 2,000 kilocalorie diet and the 45–65% AMDR for carbohydrates, how many grams of carbohydrate should a person consume per day?",[149],"[149, 149, 639]","[0.8732963800430298, 0.8543273210525513, 0.8167546987533569]",0.8732963800430298,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A031,How many kilocalories does one gram of fat or oil provide?,[173],"[264, 264, 173]","[0.7888438105583191, 0.7609955072402954, 0.7595252990722656]",0.7888438105583191,True,0.3333333333333333,3258,171.10589318600367
sentence_8_overlap_4,A032,What percentage of total calories should fat provide for adults according to the AMDR?,"[657, 197, 643, 639]","[657, 657, 639]","[0.8231852054595947, 0.8225041627883911, 0.8197230696678162]",0.8231852054595947,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A033,What is a triglyceride?,[176],"[176, 176, 166]","[0.8127869367599487, 0.7659969329833984, 0.7486554980278015]",0.8127869367599487,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A034,How do dietary fats increase the bioavailability of certain micronutrients?,[170],"[170, 463, 170]","[0.8635208010673523, 0.8093124628067017, 0.8076279759407043]",0.8635208010673523,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A035,How do omega-6 and omega-3 fatty acids differ in their eicosanoid effects?,[182],"[182, 200, 182]","[0.8467707633972168, 0.82259601354599, 0.8184717297554016]",0.8467707633972168,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A036,How are LDL and HDL different in relation to blood cholesterol risk?,"[193, 194]","[192, 192, 194]","[0.8145190477371216, 0.7935670614242554, 0.7839874625205994]",0.8145190477371216,True,0.3333333333333333,3258,171.10589318600367
sentence_8_overlap_4,A037,List four dietary suggestions that can help improve a lipid profile.,[196],"[196, 197, 210]","[0.7855029702186584, 0.7592067718505859, 0.7547228336334229]",0.7855029702186584,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A038,How can hydrogenation of fats connect food processing to heart-health concerns?,"[202, 205]","[202, 202, 203]","[0.8184623718261719, 0.7823522090911865, 0.778640627861023]",0.8184623718261719,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A039,"How many amino acids are essential, nonessential, and total in human protein nutrition?",[220],"[220, 221, 220]","[0.8671153783798218, 0.8080495595932007, 0.799759030342102]",0.8671153783798218,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A040,What is protein?,[218],"[218, 218, 218]","[0.8604766130447388, 0.8441691398620605, 0.8415703177452087]",0.8604766130447388,True,1.0,3258,171.10589318600367
sentence_8_overlap_4,A041,How do proteins contribute to food structure and texture during cooking?,[226],"[226, 226, 228]","[0.8633497953414917, 0.8146571516990662, 0.7785272002220154]",0.8633497953414917,True,1.0,3258,171.10589318600367
